1;1;1;61.3430802475;7.5;6.9
2;1774;1;61.3430802475;7.5;6.9
3;1;2;53.973994025;7.5;6.9
4;1;2;53.973994025;7.5;6.9
5;1;2;51.952155771;7.5;6.9
6;2;6;51.952155771;7.5;6.9
7;7;6;51.952155771;7.5;6.9
8;2;6;62.245021499;7.5;6.9
9;6;7;62.245021499;7.5;6.9
10;7;8;65.37103195633334;41.0;10.2
11;8;8;65.37103195633334;41.0;10.2
12;7;8;65.37103195633334;41.0;10.2
13;8;10;99.5930099431;7.5;6.9
14;11;10;56.52107085466667;7.5;6.9
15;8;10;56.52107085466667;7.5;6.9
16;10;11;56.52107085466667;7.5;6.9
17;11;12;52.18918760366666;7.5;6.9
18;13;10;52.18918760366666;7.5;6.9
19;1;12;52.18918760366666;7.5;6.9
20;11;12;72.7262940035;7.5;6.9
21;12;13;72.7262940035;7.5;6.9
22;13;13;66.14742494433334;7.5;6.9
23;17;17;66.14742494433334;7.5;6.9
24;13;17;66.14742494433334;7.5;6.9
25;17;18;63.128864080999996;7.5;6.9
26;18;18;63.128864080999996;7.5;6.9
27;17;22;63.128864080999996;7.5;6.9
28;18;22;64.641701627;7.5;6.9
29;22;8;64.641701627;7.5;6.9
30;1;24;28.243530365;7.5;6.9
31;22;24;88.3260073982;7.5;6.9
32;24;27;55.1688245;7.5;6.9
33;27;22;55.1688245;7.5;6.9
34;22;28;65.6165007085;7.5;6.9
35;27;28;55.6877866585;7.5;6.9
36;28;29;55.6877866585;7.5;6.9
37;29;24;91.6798287692;7.5;6.9
38;27;33;70.3955316824;7.5;6.9
39;29;33;73.977748444;7.5;6.9
40;33;28;73.977748444;7.5;6.9
41;29;27;51.5815021879;7.5;6.9
42;33;34;74.5097555695;7.5;6.9
43;8;34;74.5097555695;7.5;6.9
44;33;34;90.791902178;7.5;6.9
45;34;38;54.252991767999994;7.5;6.9
46;39;22;54.252991767999994;7.5;6.9
47;43;38;54.252991767999994;7.5;6.9
48;34;38;56.501897262;7.5;6.9
49;38;17;56.501897262;7.5;6.9
50;45;13;71.6625685305;7.5;6.9
51;45;39;71.6625685305;7.5;6.9
52;51;39;51.9163292326;7.5;6.9
53;38;39;62.493755864;7.5;6.9
54;39;52;62.493755864;7.5;6.9
55;53;29;62.493755864;7.5;6.9
56;43;43;62.493755864;7.5;6.9
57;39;43;61.879335698;7.5;6.9
58;43;38;61.879335698;7.5;6.9
59;38;60;61.879335698;7.5;6.9
60;61;45;75.4175352331;7.5;6.9
61;43;45;62.172344729;7.5;6.9
62;45;51;62.172344729;7.5;6.9
